Lista de participantes ativos do Pix
 ;Nome Reduzido;ISPB;CNPJ;Tipo de Instituição;Autorizada pelo BCB;Tipo de Participação no SPI;Tipo de Participação no Pix;Modalidade de Participação no Pix;Iniciação de Transação de Pagamento;Facilitador de serviço de Saque e Troco (FSS)
848;SICOOB EMPRESARIAL;05856736;05.856.736/0001-80;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
849;SICOOB EMPRESAS RJ;04120633;04.120.633/0001-94;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
850;SICOOB FLUMINENSE;02931668;02.931.668/0001-88;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
851;SICOOB JUDICIÁRIO;37076205;37.076.205/0001-60;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
852;SICOOB LESTE;02493000;02.493.000/0001-04;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
853;SICOOB POTIGUAR;02382755;02.382.755/0001-23;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
854;SICOOB SUL;32467086;32.467.086/0001-53;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
855;SICOOB SUL-LITORÂNEO;32474884;32.474.884/0001-02;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
856;SICOOB SUL-SERRANO;00815319;00.815.319/0001-75;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
857;SICOOB UFVCREDI;02794761;02.794.761/0001-98;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
858;SICOOB UNIMAIS CENTRO LESTE PAULISTA;01259518;01.259.518/0001-07;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
859;SICOOB VALE DOS PINHAIS;86791837;86.791.837/0001-11;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
860;SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG;87781530;87.781.530/0001-00;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
861;SICREDI RECIFE;70241658;70.241.658/0001-70;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
862;SIMPAUL;68757681;68.757.681/0001-70;Sociedade Corretora de TVM;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
863;SIMPAY PAGAMENTOS LTDA;33982918;33.982.918/0001-32;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
864;SISPRIME DO BRASIL - COOP;02398976;02.398.976/0001-90;Cooperativa de Crédito;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
865;SMART SOLUTIONS GROUP IP LTDA;37470405;37.470.405/0001-01;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
866;SOC CC SICOOB COOPERE;73398646;73.398.646/0001-42;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
867;SOCIAL BANK S/A;15173776;15.173.776/0001-80;Banco Múltiplo;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
868;SOCINAL S.A. CFI;03881423;03.881.423/0001-56;Sociedade de Crédito, Financiamento e Investimento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
869;SOCRED SA - SCMEPP;09210106;09.210.106/0001-94;Sociedade de Crédito ao Microempreendedor;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Sim
870;SOMAPAY SCD S.A.;44705774;44.705.774/0001-93;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
871;SRM BANK;22575466;22.575.466/0001-58;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
872;STARK BANK S.A. - IP;20018183;20.018.183/0001-80;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
873;STARK SCD S.A.;39908427;39.908.427/0001-28;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Liquidante Especial;Não;N/A
874;STATER PAY INSTITUICAO DE PAGA;37319859;37.319.859/0001-78;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
875;STN;00394460;00.394.460/0409-50;Governo;Não;Direta;Facultativa;Ente Governamental;Não;N/A
876;STONE IP S.A.;16501555;16.501.555/0001-57;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
877;SUMUP SCD S.A.;37241230;37.241.230/0001-52;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
878;SUPERLÓGICA SCD S.A.;43599047;43.599.047/0001-26;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
879;SWAP IP S.A.;31680151;31.680.151/0001-61;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
880;TBANKS IP S.A.;;46.004.634/0001-13;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Sim;N/A
881;TRANSFEERA IP S.A.;27084098;27.084.098/0001-69;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
882;TRANSFERO IP LTDA.;47133056;47.133.056/0001-88;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
883;TRINUS SCD S.A.;40654622;40.654.622/0001-58;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
884;TRIO IP LTDA.;49931906;49.931.906/0001-19;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
885;TYCOON TECHNOLOGY IIP S.A;26615279;26.615.279/0001-01;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
886;UNAVANTI SCD S/A;42047025;42.047.025/0001-90;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
887;UNICRED AMPLA;71163315;71.163.315/0001-06;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
888;UNICRED COALIZÃO;04445917;04.445.917/0001-50;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
889;UNICRED DO BRASIL;00315557;00.315.557/0001-11;Cooperativa de Crédito;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
890;UNICRED DO ESTADO DE SÃO PAULO;71884498;71.884.498/0001-40;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
891;UNICRED ELEVA;95163002;95.163.002/0001-08;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
892;UNICRED HORIZONTES;01526924;01.526.924/0001-99;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
893;UNICRED PIONEIRA;94243839;94.243.839/0001-02;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
894;UNICRED PREMIUM CAPITAL;01635462;01.635.462/0001-48;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
895;UNICRED PROSPERAR;01705236;01.705.236/0001-96;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
896;UNICRED SUDOESTE DA BAHIA;02833202;02.833.202/0001-40;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
897;UNICRED SUL DE MINAS;71418784;71.418.784/0001-10;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
898;UNIPRIME COOPCENTRAL LTDA.;03046391;03.046.391/0001-73;Cooperativa de Crédito;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
899;UNIPRIME DO IGUAÇU - CC POUP INV;01848322;01.848.322/0001-58;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
900;UNIPRIME PIONEIRA CC;01286361;01.286.361/0001-09;Cooperativa de Crédito;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
901;UNLIMIT IP LTDA.;35542555;35.542.555/0001-40;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
902;UP.P SEP S.A.;35977097;35.977.097/0001-71;Sociedade de Empréstimo entre Pessoas;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
903;URBANO S.A. SCFI;53842122;53.842.122/0001-91;Sociedade de Crédito, Financiamento e Investimento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
904;UY3 SCD S/A;39587424;39.587.424/0001-30;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Sim
905;UZZIPAY IP S.A.;32192325;32.192.325/0001-00;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
906;V3 IP S.A.;38320462;38.320.462/0001-69;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
907;VALEPAY BRASIL IP;28220872;28.220.872/0001-84;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
908;VALLOO PAGAMENTOS;23273917;23.273.917/0001-65;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
909;VBS SCD S.A.;54264235;54.264.235/0001-10;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
910;VILLELA IP S.A.;33423888;33.423.888/0001-24;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
911;VIVO PAY SCD S.A.;57487987;57.487.987/0001-38;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
912;VOLUS IP LTDA.;03817702;03.817.702/0001-50;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
913;VORTX DTVM LTDA.;22610500;22.610.500/0001-88;Sociedade Distribuidora de TVM;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
914;WE PAY OUT IP LTDA.;32708748;32.708.748/0001-30;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Sim;Não
915;WILL FINANCEIRA S.A.CFI;23862762;23.862.762/0001-00;Sociedade de Crédito, Financiamento e Investimento;Sim;Direta;Obrigatória;Provedor de Conta Transacional;Não;Não
916;WISE BRASIL IP LTDA.;40571694;40.571.694/0001-31;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
917;WOOVI IP LTDA.;54811417;54.811.417/0001-63;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
918;WORK 8 INSTITUIÇÃO DE PAGAMENT;29408213;29.408.213/0001-39;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
919;YAW IP S.A.;37911077;37.911.077/0001-23;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Não;N/A
920;Z1 IP LTDA.;35810871;35.810.871/0001-55;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
921;ZEMA CFI S/A;05351887;05.351.887/0001-86;Sociedade de Crédito, Financiamento e Investimento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
922;ZERO IP;26264220;26.264.220/0001-16;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não
923;ZIMPLER BRASIL IP LTDA.;44704839;44.704.839/0001-86;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
924;Z-ON SCD S.A.;52586293;52.586.293/0001-34;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Não;Não
925;ZOOP MEIOS DE PAGAMENTO;19468242;19.468.242/0001-32;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Não;Não

Lista de instituições em processo de adesão ao Pix
 ;Nome Reduzido;ISPB;CNPJ;Tipo de Instituição;Autorizada pelo BCB;Tipo de Participação no SPI;Tipo de Participação no Pix;Modalidade de Participação no Pix;Status da adesão
1;BFC SCD S.A.;59396084;59.396.084/0001-77;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Ativo em operação restrita
2;BIT SCD S.A.;58367961;58.367.961/0001-19;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
3;BOKU NETWORK BRASIL IP;07115294;07.115.294/0001-46;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
4;BULLLA IP S.A.;;08.422.119/0001-64;Instituição de Pagamento;Sim;;Obrigatória;Provedor de Conta Transacional;Etapa Homologatória
5;CC MECUNP;20833992;20.833.992/0001-45;Cooperativa de Crédito;Sim;Direta;Facultativa;Provedor de Conta Transacional;Ativo em operação restrita
6;CEOPAG IP;33440218;33.440.218/0001-16;Instituição de Pagamento;Não;Indireta;Facultativa;Provedor de Conta Transacional;Aguardando Início da Etapa de Operação Restrita
7;COOPCRECE;92825397;92.825.397/0001-79;Cooperativa de Crédito;Sim;Direta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
8;DELEND IP LTDA.;;51.982.600/0001-33;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Concluída
9;DELTA GLOBAL SCD S.A.;55823094;55.823.094/0001-90;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Aguardando Início da Etapa de Operação Restrita
10;FEATBANK IP LTDA;44663846;44.663.846/0001-87;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
11;FINVEST DTVM;36266751;36.266.751/0001-00;Sociedade Distribuidora de TVM;Sim;Direta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
12;GALACTICO INSTITUICAO DE PAGAM;;23.558.980/0001-48;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;;Facultativa;Provedor de Conta Transacional;Aguardando Início da Etapa de Operação Restrita
13;INTEGRAÇÃO DE CRÉDITO E COBRANÇA SCD;51118615;51.118.615/0001-58;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Ativo em operação restrita
14;JRM2;40735713;40.735.713/0001-18;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Ativo em operação restrita
15;MASTERBARTER;39715262;39.715.262/0001-78;Instituição de Pagamento não sujeita à autorização pelo BCB;Não;Indireta;Facultativa;Provedor de Conta Transacional;Ativo em operação restrita
16;MAX IP;54024532;54.024.532/0001-98;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Ativo em operação restrita
17;MONERY IP S.A.;46505612;46.505.612/0001-37;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Aguardando Início da Etapa de Operação Restrita
18;MT IP S.A.;50871921;50.871.921/0001-06;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Aguardando Início da Etapa de Operação Restrita
19;NIXFIN SCD;44921281;44.921.281/0001-90;Sociedade de Crédito Direto;Sim;Direta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
20;PAN FINAN;02682287;02.682.287/0001-02;Sociedade de Crédito, Financiamento e Investimento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
21;RENDIMENTOPAY IP S.A;13776742;13.776.742/0001-55;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
22;SEM PARAR IP;04088208;04.088.208/0001-65;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
23;SQUID SCD S.A.;56198117;56.198.117/0001-86;Sociedade de Crédito Direto;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
24;STRADA PAY IP LTDA.;10314753;10.314.753/0001-25;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
25;VISA CONECTA IP LTDA.;;57.164.291/0001-70;Instituição de Pagamento;Sim;;Facultativa;Iniciador;Etapa Homologatória
26;WASU IP LTDA.;49686505;49.686.505/0001-40;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Aguardando Início da Etapa de Operação Restrita
27;WISE BRASIL IP LTDA.;40571694;40.571.694/0001-31;Instituição de Pagamento;Sim;Indireta;Facultativa;Provedor de Conta Transacional;Aguardando Início da Etapa de Operação Restrita
28;WNT CAPITAL DTVM;45854066;45.854.066/0001-87;Sociedade Distribuidora de TVM;Sim;Direta;Facultativa;Provedor de Conta Transacional;Aguardando Início da Etapa de Operação Restrita
29;WX IP LTDA.;57824223;57.824.223/0001-90;Instituição de Pagamento;Sim;Direta;Facultativa;Provedor de Conta Transacional;Etapa Homologatória
